Price,Status,Area,Rate per sqft,Property Type,Locality,Builder Name,RERA Approval,BHK_Count,Socity,Company Name,Flat Type
28000000.0,Under Construction,1902,"14,750 ",3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Proptiger,Approved by RERA,3.0, M3M Golf Hills Phase 1,M3M,Apartment
30800000.0,Under Construction,2090,"14,750 ",3 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Proptiger,Approved by RERA,3.0, M3M Golf Hills Phase 1,M3M,Apartment
20900000.0,Under Construction,1420,"14,750 ",2 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Proptiger,Approved by RERA,2.0, M3M Golf Hills Phase 1,M3M,Apartment
38700000.0,Under Construction,2630,"14,750 ",4 BHK Apartment in M3M Golf Hills Phase 1,Sector 79,Proptiger,Approved by RERA,4.0, M3M Golf Hills Phase 1,M3M,Apartment
11700000.0,New,1512,"7,777 ",Residential Plot in Pal Shiva Som Valley,Sector 35 Sohna,Proptiger,Not approved by RERA,0.0, Pal Shiva Som Valley,Pal,Plot
21300000.0,Under Construction,1470,"14,500 ",3 BHK Apartment in Signature Global City 63A,Sector 63A,Proptiger,Approved by RERA,3.0, Signature Global City 63A,Signature,Apartment
21300000.0,Under Construction,1470,"14,500 ",3 BHK Apartment in Signature Global City 63A,Sector 63A,Proptiger,Approved by RERA,3.0, Signature Global City 63A,Signature,Apartment
19100000.0,Under Construction,1305,"14,711 ",3 BHK Apartment in Signature Global City 63A,Sector 63A,home,Approved by RERA,3.0, Signature Global City 63A,Signature,Apartment
19100000.0,Under Construction,1305,"14,711 ",3 BHK Apartment in Signature Global City 63A,Sector 63A,Property In Gurgaon,Approved by RERA,3.0, Signature Global City 63A,Signature,Apartment
16000000.0,Under Construction,1050,"15,260 ",2 BHK Apartment in Signature Global City 63A,Sector 63A,properties for sale in Gurgaon,Approved by RERA,2.0, Signature Global City 63A,Signature,Apartment
16000000.0,Under Construction,1050,"15,260 ",2 BHK Apartment in Signature Global City 63A,Sector 63A,Individual Agent,Approved by RERA,2.0, Signature Global City 63A,Signature,Apartment
24600000.0,Ready to move,2600,"9,462 ",4 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,Individual Agent,Not approved by RERA,4.0, Central Park Aqua Front Towers,Central,Apartment
15100000.0,Ready to move,1789,"8,441 ",3 BHK Apartment in Central Park Aqua Front Towers,Sector 33 Sohna,Individual Agent,Not approved by RERA,3.0, Central Park Aqua Front Towers,Central,Apartment
18900000.0,Ready to move,2103,"9,000 ",3 BHK Apartment in DLF The Ultima,Sector 81,Individual Agent,Not approved by RERA,3.0, DLF The Ultima,DLF,Apartment
25400000.0,Ready to move,2831,"9,000 ",4 BHK Apartment in DLF The Ultima,Sector 81,WADHWA REALTORS,Not approved by RERA,4.0, DLF The Ultima,DLF,Apartment
67000000.0,Ready to move,4968,"13,486 ",4 BHK Apartment in M3M Polo Suites,Sector 65,WADHWA REALTORS,Not approved by RERA,4.0, M3M Polo Suites,M3M,Apartment
19500000.0,Under Construction,1855,"10,512 ",3 BHK Apartment in Godrej Meridien,Sector 106,INFRAMANTRA INDIA PRIVATE LIMITED,Approved by RERA,3.0, Godrej Meridien,Godrej,Apartment
52500000.0,Ready to move,5800,"9,051 ",5 BHK Apartment in Adani M2K Oyster Grande,Sector 102,INFRAMANTRA INDIA PRIVATE LIMITED,Not approved by RERA,5.0, Adani M2K Oyster Grande,Adani,Apartment
39100000.0,Under Construction,2445,"16,002 ",3 BHK Apartment in Pyramid Alban,Sector 71,Makaan Search Realty,Approved by RERA,3.0, Pyramid Alban,Pyramid,Apartment
37700000.0,Under Construction,2360,"16,001 ",3 BHK Apartment in Pyramid Alban,Sector 71,Makaan Search Realty,Approved by RERA,3.0, Pyramid Alban,Pyramid,Apartment
36500000.0,Under Construction,2282,"16,005 ",3 BHK Apartment in Pyramid Alban,Sector 71,CHILLAR HOMES,Approved by RERA,3.0, Pyramid Alban,Pyramid,Apartment
36300000.0,Under Construction,2271,"16,004 ",3 BHK Apartment in Pyramid Alban,Sector 71,Proptiger,Approved by RERA,3.0, Pyramid Alban,Pyramid,Apartment
38000000.0,Under Construction,2376,"16,006 ",3 BHK Apartment in Pyramid Alban,Sector 71,Proptiger,Approved by RERA,3.0, Pyramid Alban,Pyramid,Apartment
45000000.0,Ready to move,3000,"15,000 ",5 BHK Villa in Pioneer Floors 4,Sector 43,Proptiger,Not approved by RERA,5.0, Pioneer Floors 4,Pioneer,Villa
10200000.0,New,1152,"8,889 ",Residential Plot in Faith Ireo Savannah,Sector 35 Sohna,Proptiger,Approved by RERA,0.0, Faith Ireo Savannah,Faith,Plot
13200000.0,New,1485,"8,889 ",Residential Plot in Faith Ireo Savannah,Sector 35 Sohna,Proptiger,Approved by RERA,0.0, Faith Ireo Savannah,Faith,Plot
14300000.0,New,1611,"8,889 ",Residential Plot in Faith Ireo Savannah,Sector 35 Sohna,Proptiger,Approved by RERA,0.0, Faith Ireo Savannah,Faith,Plot
10800000.0,New,1224,"8,889 ",Residential Plot in Faith Ireo Savannah,Sector 35 Sohna,home,Approved by RERA,0.0, Faith Ireo Savannah,Faith,Plot
5739000.0,New,738,"7,777 ",Residential Plot in Pal Shiva Som Valley,Sector 35 Sohna,Property In Gurgaon,Not approved by RERA,0.0, Pal Shiva Som Valley,Pal,Plot
7500000.0,Ready to move,1805,"4,155 ",3 BHK Apartment in Spaze Privvy The Address,Sector 93,properties for sale in Gurgaon,Not approved by RERA,3.0, Spaze Privvy The Address,Spaze,Apartment
3600000.0,Ready to move,680,"5,294 ",2 BHK Apartment in Pyramid Urban Homes 2,Sector 86,WADHWA REALTORS,Not approved by RERA,2.0, Pyramid Urban Homes 2,Pyramid,Apartment
39900000.0,Under Construction,3100,"12,903 ",4 BHK Apartment in Elan The Presidential,Sector 106,WADHWA REALTORS,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
39900000.0,Under Construction,3100,"12,903 ",4 BHK Apartment in Elan The Presidential,Sector 106,Swastika Estate,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
39900000.0,Under Construction,3100,"12,903 ",4 BHK Apartment in Elan The Presidential,Sector 106,Swastika Estate,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
33400000.0,Under Construction,2600,"12,884 ",3 BHK Apartment in Elan The Presidential,Sector 106,Individual Agent,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
52699999.99999999,Under Construction,4100,"12,878 ",5 BHK Apartment in Elan The Presidential,Sector 106,Individual Agent,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
13000000.0,Under Construction,1968,"6,605 ",4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Individual Agent,Approved by RERA,4.0, DLF Garden City Independent Floors,DLF,Apartment
13000000.0,Under Construction,1968,"6,605 ",4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Individual Agent,Approved by RERA,4.0, DLF Garden City Independent Floors,DLF,Apartment
17000000.0,Under Construction,2200,"7,727 ",4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Individual Agent,Approved by RERA,4.0, DLF Garden City Independent Floors,DLF,Apartment
17000000.0,Under Construction,2200,"7,727 ",4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Individual Agent,Approved by RERA,4.0, DLF Garden City Independent Floors,DLF,Apartment
13000000.0,Under Construction,1968,"6,605 ",4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Individual Agent,Approved by RERA,4.0, DLF Garden City Independent Floors,DLF,Apartment
13000000.0,Under Construction,1968,"6,605 ",4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Individual Agent,Approved by RERA,4.0, DLF Garden City Independent Floors,DLF,Apartment
21600000.0,Under Construction,1976,"10,960 ",3 BHK Apartment in Krisumi Waterfall Residences,Sector 36A,Individual Agent,Approved by RERA,3.0, Krisumi Waterfall Residences,Krisumi,Apartment
25000000.0,Ready to move,2441,"10,241 ",2 BHK Apartment in Experion Windchants,Sector 112,Individual Agent,Not approved by RERA,2.0, Experion W,Experion,Apartment
25000000.0,Ready to move,2441,"10,241 ",2 BHK Apartment in Experion Windchants,Sector 112,Individual Agent,Not approved by RERA,2.0, Experion W,Experion,Apartment
42500000.0,Ready to move,3763,"11,294 ",3 BHK Apartment in Experion Windchants,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
42500000.0,Ready to move,3763,"11,294 ",3 BHK Apartment in Experion Windchants,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
25000000.0,Ready to move,2441,"10,241 ",2 BHK Apartment in Experion Windchants,Sector 112,home,Not approved by RERA,2.0, Experion W,Experion,Apartment
25000000.0,Ready to move,2441,"10,241 ",2 BHK Apartment in Experion Windchants,Sector 112,Property In Gurgaon,Not approved by RERA,2.0, Experion W,Experion,Apartment
42500000.0,Ready to move,3763,"11,294 ",3 BHK Apartment in Experion Windchants,Sector 112,properties for sale in Gurgaon,Not approved by RERA,3.0, Experion W,Experion,Apartment
42500000.0,Ready to move,3763,"11,294 ",3 BHK Apartment in Experion Windchants,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
53000000.0,Ready to move,4850,"10,927 ",4 BHK Apartment in Experion Windchants,Sector 112,Individual Agent,Not approved by RERA,4.0, Experion W,Experion,Apartment
53000000.0,Ready to move,4850,"10,927 ",4 BHK Apartment in Experion Windchants,Sector 112,Individual Agent,Not approved by RERA,4.0, Experion W,Experion,Apartment
32500000.0,Ready to move,2802,"11,598 ",3 BHK Apartment in Experion Windchants,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
32500000.0,Ready to move,2802,"11,598 ",3 BHK Apartment in Experion Windchants,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
19300000.0,Ready to move,880,"22,039 ",2 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Individual Agent,Not approved by RERA,2.0, TATA Hous,TATA,Apartment
19300000.0,Ready to move,880,"22,039 ",2 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Individual Agent,Not approved by RERA,2.0, TATA Hous,TATA,Apartment
19300000.0,Ready to move,880,"22,039 ",2 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Individual Agent,Not approved by RERA,2.0, TATA Hous,TATA,Apartment
19300000.0,Ready to move,880,"22,039 ",2 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Individual Agent,Not approved by RERA,2.0, TATA Hous,TATA,Apartment
18900000.0,Ready to move,1320,"14,393 ",3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,Individual Agent,Not approved by RERA,3.0, Tata Gurgaon Gateway,Tata,Apartment
18900000.0,Ready to move,1320,"14,393 ",3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,Individual Agent,Not approved by RERA,3.0, Tata Gurgaon Gateway,Tata,Apartment
18900000.0,Ready to move,1320,"14,393 ",3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,Individual Agent,Not approved by RERA,3.0, Tata Gurgaon Gateway,Tata,Apartment
18900000.0,Ready to move,1320,"14,393 ",3 BHK Apartment in Tata Gurgaon Gateway,Sector 112,Individual Agent,Not approved by RERA,3.0, Tata Gurgaon Gateway,Tata,Apartment
9499000.0,Ready to move,1385,"6,859 ",2 BHK Apartment in Paras Dews,Sector 106,Individual Agent,Not approved by RERA,2.0, Paras Dews,Paras,Apartment
9499000.0,Ready to move,1385,"6,859 ",2 BHK Apartment in Paras Dews,Sector 106,Individual Agent,Not approved by RERA,2.0, Paras Dews,Paras,Apartment
10900000.0,Ready to move,1900,"5,789 ",3 BHK Apartment in Paras Dews,Sector 106,Individual Agent,Not approved by RERA,3.0, Paras Dews,Paras,Apartment
10900000.0,Ready to move,1900,"5,789 ",3 BHK Apartment in Paras Dews,Sector 106,Individual Agent,Not approved by RERA,3.0, Paras Dews,Paras,Apartment
10500000.0,Ready to move,1760,"5,966 ",3 BHK Apartment in Paras Dews,Sector 106,home,Not approved by RERA,3.0, Paras Dews,Paras,Apartment
10500000.0,Ready to move,1760,"5,966 ",3 BHK Apartment in Paras Dews,Sector 106,Property In Gurgaon,Not approved by RERA,3.0, Paras Dews,Paras,Apartment
39900000.0,Under Construction,3100,"12,903 ",4 BHK Apartment in Elan The Presidential,Sector 106,properties for sale in Gurgaon,Approved by RERA,4.0, Elan The Presidential,Elan,Apartment
33400000.0,Under Construction,2600,"12,884 ",3 BHK Apartment in Elan The Presidential,Sector 106,Individual Agent,Approved by RERA,3.0, Elan The Presidential,Elan,Apartment
52699999.99999999,Under Construction,4100,"12,878 ",5 BHK Apartment in Elan The Presidential,Sector 106,Individual Agent,Approved by RERA,5.0, Elan The Presidential,Elan,Apartment
17000000.0,Under Construction,2200,"7,727 ",4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Individual Agent,Approved by RERA,4.0, DLF Garden City Independent Floors,DLF,Apartment
17000000.0,Under Construction,2200,"7,727 ",4 BHK Apartment in DLF Garden City Independent Floors,Sector 92,Individual Agent,Approved by RERA,4.0, DLF Garden City Independent Floors,DLF,Apartment
21000000.0,Under Construction,1711,"12,273 ",3 BHK Apartment in Sobha City,Sector 108,Individual Agent,Approved by RERA,3.0, Sobha City,Sobha,Apartment
21000000.0,Under Construction,1711,"12,273 ",3 BHK Apartment in Sobha City,Sector 108,Individual Agent,Approved by RERA,3.0, Sobha City,Sobha,Apartment
16000000.0,Under Construction,1381,"11,585 ",2 BHK Apartment in Sobha City,Sector 108,Individual Agent,Approved by RERA,2.0, Sobha City,Sobha,Apartment
16000000.0,Under Construction,1381,"11,585 ",2 BHK Apartment in Sobha City,Sector 108,Individual Agent,Approved by RERA,2.0, Sobha City,Sobha,Apartment
27500000.0,Under Construction,2072,"13,272 ",3 BHK Apartment in Sobha City,Sector 108,Individual Agent,Approved by RERA,3.0, Sobha City,Sobha,Apartment
27500000.0,Under Construction,2072,"13,272 ",3 BHK Apartment in Sobha City,Sector 108,Individual Agent,Approved by RERA,3.0, Sobha City,Sobha,Apartment
10000000.0,Ready to move,1359,"7,358 ",3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Individual Agent,Not approved by RERA,3.0, Hero Homes Gurgaon,Hero,Apartment
10000000.0,Ready to move,1359,"7,358 ",3 BHK Apartment in Hero Homes Gurgaon,Sector 104,Individual Agent,Not approved by RERA,3.0, Hero Homes Gurgaon,Hero,Apartment
9000000.0,Ready to move,1099,"8,189 ",2 BHK Apartment in Hero Homes Gurgaon,Sector 104,Individual Agent,Not approved by RERA,2.0, Hero Homes Gurgaon,Hero,Apartment
9000000.0,Ready to move,1099,"8,189 ",2 BHK Apartment in Hero Homes Gurgaon,Sector 104,Individual Agent,Not approved by RERA,2.0, Hero Homes Gurgaon,Hero,Apartment
15000000.0,Ready to move,2003,"7,488 ",3 BHK Apartment in Experion The Heartsong,Sector 108,Individual Agent,Not approved by RERA,3.0, Experion The Heartsong,Experion,Apartment
15000000.0,Ready to move,2003,"7,488 ",3 BHK Apartment in Experion The Heartsong,Sector 108,Individual Agent,Not approved by RERA,3.0, Experion The Heartsong,Experion,Apartment
21000000.0,Ready to move,2779,"7,556 ",4 BHK Apartment in Experion The Heartsong,Sector 108,Individual Agent,Not approved by RERA,4.0, Experion The Heartsong,Experion,Apartment
21000000.0,Ready to move,2779,"7,556 ",4 BHK Apartment in Experion The Heartsong,Sector 108,home,Not approved by RERA,4.0, Experion The Heartsong,Experion,Apartment
9000000.0,Ready to move,1283,"7,014 ",2 BHK Apartment in Experion The Heartsong,Sector 108,Property In Gurgaon,Not approved by RERA,2.0, Experion The Heartsong,Experion,Apartment
9000000.0,Ready to move,1283,"7,014 ",2 BHK Apartment in Experion The Heartsong,Sector 108,properties for sale in Gurgaon,Not approved by RERA,2.0, Experion The Heartsong,Experion,Apartment
13000000.0,Ready to move,1758,"7,394 ",3 BHK Apartment in Experion The Heartsong,Sector 108,Individual Agent,Not approved by RERA,3.0, Experion The Heartsong,Experion,Apartment
13000000.0,Ready to move,1758,"7,394 ",3 BHK Apartment in Experion The Heartsong,Sector 108,Individual Agent,Not approved by RERA,3.0, Experion The Heartsong,Experion,Apartment
39500000.0,Under Construction,1248,"31,650 ",3 BHK Apartment in Ameya Sapphire Residences,Sector 15,Individual Agent,Approved by RERA,3.0, Ameya Sapphire Residences,Ameya,Apartment
10600000.0,Under Construction,917,"11,603 ",2 BHK Apartment in TATA Housing Development La Vida,Sector 113,Individual Agent,Approved by RERA,2.0, TATA Hous,TATA,Apartment
12600000.0,Under Construction,1089,"11,600 ",3 BHK Apartment in TATA Housing Development La Vida,Sector 113,Individual Agent,Approved by RERA,3.0, TATA Hous,TATA,Apartment
12500000.0,Under Construction,1085,"11,598 ",2 BHK Apartment in TATA Housing Development La Vida,Sector 113,Proptiger,Approved by RERA,2.0, TATA Hous,TATA,Apartment
10200000.0,Under Construction,880,"11,600 ",2 BHK Apartment in TATA Housing Development La Vida,Sector 113,Gromax India,Approved by RERA,2.0, TATA Hous,TATA,Apartment
28000000.0,Ready to move,2237,"12,516 ",3 BHK Apartment,Sector 110,Gromax India,Not approved by RERA,3.0,Outside Socity,Outside,Plot
28000000.0,Ready to move,2237,"12,516 ",3 BHK Apartment,Sector 110,Gromax India,Not approved by RERA,3.0,Outside Socity,Outside,Plot
16000000.0,Ready to move,2150,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Gromax India,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
16000000.0,Ready to move,2150,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,CHILLAR HOMES,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
15200000.0,Ready to move,2050,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,CHILLAR HOMES,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
15200000.0,Ready to move,2050,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Individual Agent,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
16000000.0,Ready to move,2150,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Individual Agent,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
16000000.0,Ready to move,2150,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Individual Agent,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
15200000.0,Ready to move,2050,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Individual Agent,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
15200000.0,Ready to move,2050,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Individual Agent,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
14900000.0,Ready to move,2015,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,home,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
14900000.0,Ready to move,2015,"7,444 ",3 BHK Apartment in Bestech Park View Altura,Sector 79,Property In Gurgaon,Not approved by RERA,3.0, Bestech Park View Altura,Bestech,Apartment
19900000.0,Ready to move,2675,"7,444 ",4 BHK Apartment in Bestech Park View Altura,Sector 79,properties for sale in Gurgaon,Not approved by RERA,4.0, Bestech Park View Altura,Bestech,Apartment
19900000.0,Ready to move,2675,"7,444 ",4 BHK Apartment in Bestech Park View Altura,Sector 79,Individual Agent,Not approved by RERA,4.0, Bestech Park View Altura,Bestech,Apartment
13100000.0,Ready to move,1494,"8,800 ",2 BHK Apartment in Godrej Aria,Sector 79,Individual Agent,Not approved by RERA,2.0, Godrej Aria,Godrej,Apartment
20099999.999999996,Ready to move,2289,"8,800 ",3 BHK Apartment in Godrej Aria,Sector 79,Individual Agent,Not approved by RERA,3.0, Godrej Aria,Godrej,Apartment
11800000.0,Ready to move,1351,"8,800 ",2 BHK Apartment in Godrej Aria,Sector 79,Individual Agent,Not approved by RERA,2.0, Godrej Aria,Godrej,Apartment
17400000.0,Ready to move,1983,"8,800 ",3 BHK Apartment in Godrej Aria,Sector 79,Individual Agent,Not approved by RERA,3.0, Godrej Aria,Godrej,Apartment
13200000.0,Ready to move,1503,"8,800 ",2 BHK Apartment in Godrej Aria,Sector 79,Individual Agent,Not approved by RERA,2.0, Godrej Aria,Godrej,Apartment
34200000.0,Ready to move,3600,"9,500 ",3 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
34200000.0,Ready to move,3600,"9,500 ",3 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
21500000.0,Ready to move,2275,"9,494 ",2 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,2.0, Experion W,Experion,Apartment
21500000.0,Ready to move,2275,"9,494 ",2 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,2.0, Experion W,Experion,Apartment
34200000.0,Ready to move,3600,"9,500 ",3 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
34200000.0,Ready to move,3600,"9,500 ",3 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
21500000.0,Ready to move,2275,"9,494 ",2 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,2.0, Experion W,Experion,Apartment
21500000.0,Ready to move,2275,"9,494 ",2 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,2.0, Experion W,Experion,Apartment
44100000.0,Ready to move,4650,"9,484 ",4 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,4.0, Experion W,Experion,Apartment
44100000.0,Ready to move,4650,"9,484 ",4 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,4.0, Experion W,Experion,Apartment
87899999.99999999,Ready to move,7400,"11,891 ",5 BHK Villa in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,5.0, Experion W,Experion,Villa
87899999.99999999,Ready to move,7400,"11,891 ",5 BHK Villa in Experion Windchants Villa,Sector 112,home,Not approved by RERA,5.0, Experion W,Experion,Villa
56800000.0,Ready to move,6325,"8,996 ",5 BHK Independent House in Experion Windchants Villa,Sector 112,Property In Gurgaon,Not approved by RERA,5.0, Experion W,Experion,House
56800000.0,Ready to move,6325,"8,996 ",5 BHK Independent House in Experion Windchants Villa,Sector 112,properties for sale in Gurgaon,Not approved by RERA,5.0, Experion W,Experion,House
25099999.999999996,Ready to move,2650,"9,472 ",3 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
25099999.999999996,Ready to move,2650,"9,472 ",3 BHK Apartment in Experion Windchants Villa,Sector 112,Individual Agent,Not approved by RERA,3.0, Experion W,Experion,Apartment
21400000.0,Ready to move,2836,"7,545 ",4 BHK Apartment in Brisk Lumbini Terrace Homes,Sector 109,Individual Agent,Not approved by RERA,4.0, Brisk Lumb,Brisk,Apartment
43000000.0,Ready to move,3400,"12,647 ",4 BHK Apartment in Indiabulls Enigma,Sector 110,Individual Agent,Not approved by RERA,4.0, Indiabulls Enigma,Indiabulls,Apartment
15900000.0,Under Construction,1372,"11,600 ",3 BHK Apartment in Whiteland Blissville,Sector 76,Individual Agent,Approved by RERA,3.0, Whiteland Blissville,Whiteland,Apartment
15900000.0,Under Construction,1372,"11,600 ",3 BHK Apartment in Whiteland Blissville,Sector 76,CHILLAR HOMES,Approved by RERA,3.0, Whiteland Blissville,Whiteland,Apartment
19300000.0,Under Construction,1672,"11,600 ",3 BHK Apartment in Whiteland Blissville,Sector 76,CHILLAR HOMES,Approved by RERA,3.0, Whiteland Blissville,Whiteland,Apartment
19300000.0,Under Construction,1672,"11,600 ",3 BHK Apartment in Whiteland Blissville,Sector 76,Individual Agent,Approved by RERA,3.0, Whiteland Blissville,Whiteland,Apartment
15900000.0,Under Construction,1372,"11,600 ",3 BHK Apartment in Whiteland Blissville,Sector 76,Individual Agent,Approved by RERA,3.0, Whiteland Blissville,Whiteland,Apartment
15900000.0,Under Construction,1372,"11,600 ",3 BHK Apartment in Whiteland Blissville,Sector 76,Individual Agent,Approved by RERA,3.0, Whiteland Blissville,Whiteland,Apartment
19300000.0,Under Construction,1672,"11,600 ",3 BHK Apartment in Whiteland Blissville,Sector 76,Individual Agent,Approved by RERA,3.0, Whiteland Blissville,Whiteland,Apartment
19300000.0,Under Construction,1672,"11,600 ",3 BHK Apartment in Whiteland Blissville,Sector 76,Individual Agent,Approved by RERA,3.0, Whiteland Blissville,Whiteland,Apartment
9000000.0,Ready to move,1575,"5,714 ",3 BHK Apartment in Emaar Palm Hills,Sector 77,Individual Agent,Not approved by RERA,3.0, Emaar Palm Hills,Emaar,Apartment
11000000.0,Ready to move,1950,"5,641 ",4 BHK Apartment in Emaar Palm Hills,Sector 77,Individual Agent,Not approved by RERA,4.0, Emaar Palm Hills,Emaar,Apartment
24000000.0,Under Construction,1089,"22,038 ",3 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Individual Agent,Approved by RERA,3.0, TATA Hous,TATA,Apartment
24000000.0,Under Construction,1089,"22,038 ",3 BHK Apartment in TATA Housing Development TATA La Vida,Sector 113,Proptiger,Approved by RERA,3.0, TATA Hous,TATA,Apartment
21500000.0,Ready to move,2600,"8,269 ",4 BHK Apartment in 4S Aradhya Homes Apartment,Sector 67,Proptiger,Not approved by RERA,4.0, 4S Aradhya Homes Apartment,4S,Apartment
17000000.0,Ready to move,2200,"7,727 ",4 BHK Apartment in 4S Aradhya Homes Apartment,Sector 67,home,Not approved by RERA,4.0, 4S Aradhya Homes Apartment,4S,Apartment
21000000.0,Ready to move,2450,"8,571 ",4 BHK Apartment in 4S Aradhya Homes Apartment,Sector 67,Property In Gurgaon,Not approved by RERA,4.0, 4S Aradhya Homes Apartment,4S,Apartment
23500000.0,Ready to move,2900,"8,103 ",4 BHK Apartment in 4S Aradhya Homes Apartment,Sector 67,properties for sale in Gurgaon,Not approved by RERA,4.0, 4S Aradhya Homes Apartment,4S,Apartment
22000000.0,Ready to move,2700,"8,148 ",4 BHK Apartment in 4S Aradhya Homes Apartment,Sector 67,Individual Agent,Not approved by RERA,4.0, 4S Aradhya Homes Apartment,4S,Apartment
18000000.0,Ready to move,2300,"7,826 ",4 BHK Apartment in 4S Aradhya Homes Apartment,Sector 67,Individual Agent,Not approved by RERA,4.0, 4S Aradhya Homes Apartment,4S,Apartment
15500000.0,Ready to move,2100,"7,380 ",4 BHK Apartment in 4S Aradhya Homes Apartment,Sector 67,Individual Agent,Not approved by RERA,4.0, 4S Aradhya Homes Apartment,4S,Apartment
18000000.0,Under Construction,1852,"9,719 ",3 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Individual Agent,Approved by RERA,3.0, Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment
16500000.0,Under Construction,1692,"9,751 ",3 BHK Apartment in Shapoorji Pallonji Joyville Phase 1,Sector 102,Individual Agent,Approved by RERA,3.0, Shapoorji Pallonji Joyville Phase 1,Shapoorji,Apartment
35000000.0,Under Construction,2250,"15,556 ",3 BHK Apartment in Puri The Aravallis,Sector 61,Individual Agent,Approved by RERA,3.0, Puri The Aravallis,Puri,Apartment
45000000.0,Under Construction,2750,"16,364 ",4 BHK Apartment in Puri The Aravallis,Sector 61,Individual Agent,Approved by RERA,4.0, Puri The Aravallis,Puri,Apartment
35900000.0,Under Construction,2300,"15,652 ",3 BHK Apartment in Puri The Aravallis,Sector 61,Individual Agent,Approved by RERA,3.0, Puri The Aravallis,Puri,Apartment
